id;geom;dates
1;LINESTRING(451662.2544762949 4628232.077286028,451655.35130819626 4628206.36487881,451539.26113842794 4628213.5916484045,451490.59375482524 4628264.663223619,451449.9728731806 4628277.263747532,451291.7271185096 4628242.367538622,451256.3624940436 4628221.735072964,451173.66023453197 4628215.527261242,451223.8395829715 4628179.321311241,451154.6099176414 4628163.139939331,451121.9516820048 4628137.493225169,451147.6212945079 4628125.2151820725,451162.9682733483 4628097.685565452,451141.80576334585 4628076.623439732,451142.57598584634 4628055.6333307605,451119.8744182663 4628040.355406005,451108.05505691946 4628000.687266301,451097.8354479263 4628000.535186826,451110.31118956354 4627905.5183540955,451092.14913130505 4627898.092626149,451091.9339302478 4627866.672363218,451068.54499240685 4627848.1794078965,450936.3874047782 4627815.110763141,450849.2525166125 4627841.580183003,450806.91276286676 4627870.1846229015,450725.1562393344 4627881.296254293,450573.74168199644 4627850.920923272,450380.1963756872 4627903.115412725,450295.82069314574 4627979.425417755,450268.1882260922 4628055.674116002,450215.72515605326 4628109.3346441435,450085.0004254391 4628162.320911276,449969.6924439436 4628162.572776456,449822.39474539866 4628209.351265101,449752.7002477107 4628162.986205298,449711.8391063002 4628152.947967401,449674.07866812765 4628170.3128287345,449545.28415827977 4628284.140616687,449463.9795696857 4628311.252118351,449402.6621116111 4628321.790244152,449342.6552626557 4628271.141314608,449289.30477742245 4628303.941197426,449221.01987848687 4628199.168757352,449172.93185557565 4628165.979432827,449137.5800438022 4628276.374329408,449080.8760922475 4628316.416718974,449056.1224523117 4628374.995841236,449015.98127231933 4628407.592531974,448979.9710637147 4628483.46221542,448875.63083362556 4628599.348315006,448812.5615792208 4628654.760862531,448782.11440269393 4628660.308751507,448719.0134673202 4628734.264655873,448777.6471363002 4628662.894528888,448836.3415106565 4628634.604717788,448903.4882127379 4628568.504176986,449059.5622681575 4628368.087347675,449085.7368689346 4628310.719451566,449144.66403864045 4628267.885481094,449160.74600669375 4628228.021708526,449164.9537661333 4628165.592103726,449222.75948155444 4628210.148492851,449280.86259870586 4628296.673091534,449301.7204222337 4628297.524237226,449332.3497411017 4628270.548251133,449384.18629349844 4628305.377526953,449511.43069828884 4628301.700813553,449608.2855211608 4628241.392763282,449682.5050734688 4628163.59156583,449712.2317911226 4628149.725295362,449826.2476177798 4628201.996127987,449937.66007871454 4628167.57163773,450051.90588173864 4628158.000065797,450216.76020405977 4628102.8876223955,450249.3183745113 4628077.900757433,450306.0666627189 4627959.4795418745,450465.7071949587 4627858.44240726,450646.0374779481 4627853.307689949,450790.4105904243 4627874.628532515,450959.9871067256 4627815.836901196,451013.56348663266 4627826.4612254305,451078.69983302243 4627863.098998321,451081.5757778886 4627894.834125992,451099.22952139523 4627900.819906945,451089.59512592223 4627949.739478644,451098.25461918174 4628001.087470577,451126.0755283887 4628023.880386811,451137.29222690617 4628048.3414475545,451132.785249437 4628069.579191552,451156.3546407056 4628090.29173353,451147.4194472894 4628119.998110718,451121.784777387 4628137.383336801,451130.0618848112 4628157.201213515,451213.1878104133 4628164.515944796,451215.0889764789 4628175.272951519,451163.3419169673 4628213.044118536,451261.56112388766 4628216.592163656,451379.01306410076 4628262.979509636,451461.0952810113 4628275.855755334,451511.8177826732 4628246.087937311,451534.3425942179 4628211.071324263,451653.00651328306 4628203.604985731,451660.91857304197 4628231.08705305);1500709841.0,1500709973.0,1500710077.0,1500710183.0,1500710232.0,1500710436.0,1500710486.0,1500710566.0,1500710658.0,1500710743.0,1500710783.0,1500710836.0,1500710866.0,1500710915.0,1500710950.0,1500711023.0,1500711103.0,1500711118.0,1500711243.0,1500711273.0,1500711308.0,1500711345.0,1500711476.0,1500711578.0,1500711625.0,1500711728.0,1500711930.0,1500712118.0,1500712220.0,1500712300.0,1500712365.0,1500712515.0,1500712636.0,1500712782.0,1500712849.0,1500712888.0,1500712927.0,1500713078.0,1500713150.0,1500713205.0,1500713369.0,1500713419.0,1500713566.0,1500713653.0,1500713764.0,1500713820.0,1500713882.0,1500713954.0,1500714027.0,1500714165.0,1500714234.0,1500714258.0,1500714342.0,1500715647.0,1500715703.0,1500715788.0,1500716021.0,1500716079.0,1500716158.0,1500716201.0,1500716257.0,1500716370.0,1500716506.0,1500716531.0,1500716572.0,1500716630.0,1500716738.0,1500716833.0,1500716922.0,1500716953.0,1500717073.0,1500717179.0,1500717281.0,1500717415.0,1500717449.0,1500717550.0,1500717700.0,1500717844.0,1500717997.0,1500718145.0,1500718185.0,1500718252.0,1500718274.0,1500718303.0,1500718361.0,1500718415.0,1500718478.0,1500718501.0,1500718525.0,1500718560.0,1500718582.0,1500718620.0,1500718643.0,1500718713.0,1500718730.0,1500718801.0,1500718900.0,1500719006.0,1500719068.0,1500719129.0,1500719185.0,1500719268.0,1500719299.0
